proteinA	proteinB	score	score_coexp	score_exp	score_db	score_textmine
BRD4	CDK1	0.673	0.51	0.049	0.0	0.356
BRD4	HSP90AA1	0.676	0.513	0.049	0.0	0.357
BRD4	USP7	0.696	0.532	0.189	0.0	0.261
BRD4	TP53BP1	0.701	0.073	0.062	0.0	0.684
BRD4	BCL2	0.732	0.469	0.0	0.0	0.517
BRD4	HDAC2	0.754	0.525	0.081	0.0	0.482
BRD4	PARP1	0.766	0.51	0.055	0.0	0.536
BRD4	KAT5	0.78	0.553	0.054	0.0	0.521
BRD4	DNMT1	0.791	0.625	0.055	0.0	0.459
BRD4	EZH2	0.85	0.483	0.047	0.0	0.72
BRD4	E2F1	0.918	0.794	0.049	0.0	0.615
BRD4	MYC	0.941	0.689	0.048	0.0	0.817
BRD4	HDAC1	0.954	0.791	0.098	0.0	0.775
BRD4	FOXO3	0.96	0.9	0.2	0.0	0.551
BRD4	AR	0.969	0.585	0.0	0.0	0.929
BRD4	TP53	0.99	0.735	0.049	0.0	0.966
BRD4	H3-4	0.991	0.178	0.054	0.0	0.989
BRD4	H3C12	0.992	0.252	0.066	0.0	0.989
BRD4	RELA	0.999	0.974	0.091	0.0	0.986
KAT2B	MCL1	0.4	0.292	0.044	0.0	0.185
KAT2B	HSPA4	0.486	0.297	0.0	0.0	0.297
KAT2B	CHEK2	0.508	0.313	0.0	0.0	0.313
KAT2B	PTEN	0.51	0.294	0.064	0.0	0.317
KAT2B	PARP1	0.512	0.297	0.074	0.0	0.311
KAT2B	CDKN2A	0.52	0.316	0.0	0.0	0.327
KAT2B	CDKN1A	0.535	0.292	0.042	0.0	0.37
KAT2B	TP73	0.539	0.51	0.0	0.0	0.099
KAT2B	CCNA2	0.558	0.328	0.0	0.0	0.369
KAT2B	CDK2	0.581	0.328	0.0	0.0	0.402
KAT2B	BRCA1	0.59	0.0	0.0	0.0	0.59
KAT2B	PGR	0.614	0.524	0.0	0.0	0.223
KAT2B	ATM	0.616	0.0	0.049	0.0	0.613
KAT2B	HSP90AA1	0.622	0.091	0.07	0.0	0.589
KAT2B	DNMT1	0.628	0.292	0.055	0.0	0.489
KAT2B	RB1	0.641	0.51	0.104	0.0	0.248
KAT2B	SP1	0.655	0.539	0.049	0.0	0.276
KAT2B	EZH2	0.657	0.331	0.042	0.0	0.507
KAT2B	AR	0.682	0.524	0.042	0.0	0.359
KAT2B	RELA	0.698	0.066	0.0	0.0	0.69
KAT2B	H2BC11	0.699	0.129	0.0	0.5	0.365
KAT2B	H2BC13	0.7	0.129	0.0	0.5	0.366
KAT2B	H2BC12	0.701	0.129	0.049	0.5	0.365
KAT2B	XRCC6	0.73	0.292	0.0	0.0	0.635
KAT2B	JUN	0.773	0.388	0.0	0.0	0.645
KAT2B	H2AX	0.777	0.338	0.0	0.5	0.38
KAT2B	ESR1	0.804	0.069	0.0	0.5	0.613
KAT2B	FOXO3	0.832	0.047	0.08	0.75	0.325
KAT2B	HIF1A	0.832	0.735	0.092	0.0	0.36
KAT2B	H2BC3	0.882	0.659	0.0	0.5	0.366
KAT2B	CREB1	0.885	0.0	0.049	0.0	0.885
KAT2B	H2BC21	0.885	0.356	0.056	0.5	0.666
KAT2B	HDAC2	0.95	0.183	0.063	0.5	0.885
KAT2B	BRCA2	0.953	0.625	0.0	0.0	0.88
KAT2B	HTT	0.962	0.294	0.049	0.0	0.949
KAT2B	E2F1	0.963	0.788	0.0	0.5	0.682
KAT2B	HDAC1	0.976	0.183	0.063	0.5	0.946
KAT2B	TP53	0.985	0.903	0.0	0.0	0.855
KAT2B	MYC	0.99	0.351	0.0	0.5	0.972
KAT2B	KAT5	0.992	0.308	0.056	0.4	0.982
KAT2B	H3-4	0.996	0.961	0.0	0.0	0.904
KAT2B	H3C12	0.997	0.926	0.0	0.5	0.943
NBN	HIF1A	0.406	0.292	0.072	0.0	0.169
NBN	H2BC12	0.508	0.0	0.0	0.5	0.058
NBN	H2BC13	0.509	0.0	0.0	0.5	0.06
NBN	H2BC11	0.509	0.0	0.0	0.5	0.059
NBN	MAPK8	0.533	0.0	0.057	0.5	0.09
NBN	UBE2I	0.534	0.0	0.049	0.5	0.099
NBN	ABL1	0.548	0.0	0.0	0.5	0.134
NBN	E2F1	0.587	0.51	0.0	0.0	0.193
NBN	CCNA2	0.596	0.0	0.056	0.5	0.214
NBN	H2BC21	0.609	0.19	0.0	0.5	0.114
NBN	H2BC3	0.637	0.292	0.0	0.5	0.059
NBN	CDC25A	0.641	0.0	0.048	0.0	0.639
NBN	H3-4	0.683	0.292	0.0	0.5	0.179
NBN	KAT5	0.695	0.292	0.042	0.5	0.209
NBN	RAD9A	0.727	0.0	0.0	0.5	0.477
NBN	TP53	0.763	0.166	0.0	0.5	0.479
NBN	PARP1	0.79	0.292	0.057	0.5	0.446
NBN	CDK2	0.823	0.292	0.067	0.5	0.529
NBN	CHEK1	0.869	0.225	0.056	0.5	0.686
NBN	XRCC6	0.899	0.0	0.075	0.5	0.799
NBN	BRCA2	0.901	0.0	0.116	0.5	0.795
NBN	PRKDC	0.918	0.292	0.103	0.5	0.772
NBN	TP53BP1	0.923	0.628	0.067	0.5	0.609
NBN	RAD51	0.925	0.273	0.042	0.5	0.811
NBN	CHEK2	0.935	0.336	0.0	0.5	0.822
NBN	ATR	0.964	0.724	0.095	0.5	0.749
NBN	H2AX	0.98	0.889	0.0	0.5	0.676
NBN	BRCA1	0.993	0.868	0.068	0.54	0.902
NBN	ATM	0.999	0.989	0.049	0.9	0.935
DAXX	PARP1	0.401	0.173	0.062	0.0	0.29
DAXX	CHEK2	0.408	0.093	0.0	0.0	0.374
DAXX	CREB1	0.461	0.292	0.111	0.0	0.213
DAXX	SP1	0.489	0.095	0.049	0.0	0.454
DAXX	BCL2L1	0.509	0.0	0.049	0.0	0.505
DAXX	RB1	0.519	0.045	0.042	0.0	0.517
DAXX	CDK1	0.531	0.092	0.076	0.0	0.485
DAXX	E2F1	0.537	0.045	0.062	0.0	0.525
DAXX	BCL2	0.558	0.0	0.083	0.0	0.538
DAXX	BRCA1	0.578	0.0	0.0	0.0	0.578
DAXX	TP73	0.588	0.512	0.0	0.0	0.191
DAXX	H2BC12	0.593	0.071	0.042	0.5	0.194
DAXX	KAT5	0.606	0.125	0.075	0.0	0.553
DAXX	CDKN2A	0.626	0.334	0.064	0.0	0.448
DAXX	H2BC11	0.66	0.223	0.0	0.5	0.195
DAXX	H2AX	0.669	0.087	0.072	0.5	0.312
DAXX	CASP8	0.676	0.061	0.086	0.0	0.652
DAXX	MYC	0.681	0.183	0.063	0.0	0.617
DAXX	H2BC13	0.691	0.314	0.0	0.5	0.171
DAXX	EZH2	0.695	0.071	0.061	0.5	0.384
DAXX	JUN	0.728	0.33	0.062	0.0	0.602
DAXX	MDM4	0.744	0.314	0.047	0.5	0.311
DAXX	H2BC3	0.751	0.451	0.0	0.5	0.167
DAXX	PTEN	0.778	0.314	0.0	0.0	0.69
DAXX	H2BC21	0.795	0.314	0.0	0.5	0.451
DAXX	ATM	0.813	0.314	0.103	0.0	0.72
DAXX	RELA	0.822	0.625	0.083	0.0	0.526
DAXX	AR	0.848	0.631	0.0	0.0	0.605
DAXX	HIPK2	0.861	0.646	0.0	0.0	0.625
DAXX	H3-4	0.9	0.65	0.0	0.5	0.474
DAXX	HDAC2	0.911	0.508	0.093	0.0	0.816
DAXX	H3C12	0.918	0.618	0.049	0.5	0.601
DAXX	HDAC1	0.922	0.796	0.106	0.0	0.605
DAXX	DNMT1	0.928	0.735	0.048	0.0	0.738
DAXX	MAPK8	0.931	0.109	0.093	0.9	0.251
DAXX	SMAD4	0.938	0.293	0.054	0.0	0.915
DAXX	UBE2I	0.975	0.822	0.06	0.4	0.78
DAXX	TP53	0.999	0.895	0.122	0.9	0.952
DAXX	PML	0.999	0.925	0.128	0.9	0.975
DAXX	USP7	0.999	0.833	0.056	0.8	0.994
CDK2	SMAD4	0.404	0.0	0.055	0.0	0.395
CDK2	CREB1	0.412	0.0	0.063	0.0	0.399
CDK2	TP53BP2	0.414	0.0	0.066	0.0	0.398
CDK2	PML	0.426	0.292	0.093	0.0	0.178
CDK2	RELA	0.435	0.092	0.087	0.0	0.373
CDK2	HSPA4	0.439	0.131	0.069	0.0	0.361
CDK2	PMAIP1	0.439	0.0	0.075	0.0	0.419
CDK2	HDAC2	0.446	0.091	0.058	0.0	0.405
CDK2	TP73	0.46	0.292	0.042	0.0	0.267
CDK2	MAPK8	0.467	0.065	0.049	0.0	0.422
CDK2	PPP1R13L	0.467	0.0	0.078	0.0	0.446
CDK2	RAD9A	0.48	0.102	0.062	0.0	0.432
CDK2	AR	0.495	0.045	0.0	0.0	0.493
CDK2	BCL2L11	0.505	0.0	0.0	0.0	0.505
CDK2	PRKDC	0.511	0.091	0.118	0.0	0.439
CDK2	DNMT1	0.529	0.065	0.159	0.0	0.449
CDK2	ABL1	0.53	0.098	0.087	0.0	0.474
CDK2	SP1	0.566	0.328	0.081	0.0	0.353
CDK2	HDAC1	0.575	0.091	0.14	0.0	0.5
CDK2	CHEK2	0.589	0.305	0.102	0.0	0.352
CDK2	MCL1	0.602	0.0	0.058	0.0	0.594
CDK2	GADD45A	0.622	0.0	0.047	0.0	0.62
CDK2	H2BC13	0.623	0.045	0.058	0.5	0.261
CDK2	TCHP	0.627	0.0	0.059	0.0	0.62
CDK2	H3C12	0.632	0.071	0.091	0.0	0.6
CDK2	H2BC12	0.635	0.045	0.086	0.5	0.263
CDK2	H2BC11	0.635	0.045	0.085	0.5	0.264
CDK2	KAT5	0.642	0.0	0.042	0.5	0.313
CDK2	BCL2L1	0.664	0.115	0.047	0.0	0.633
CDK2	CASP9	0.673	0.0	0.111	0.0	0.647
CDK2	H2BC21	0.702	0.078	0.055	0.5	0.395
CDK2	EZH2	0.702	0.305	0.221	0.0	0.493
CDK2	PARP1	0.705	0.075	0.116	0.0	0.668
CDK2	ESR1	0.714	0.294	0.0	0.0	0.612
CDK2	H2BC3	0.719	0.294	0.056	0.5	0.254
CDK2	CCNG1	0.735	0.463	0.229	0.0	0.411
CDK2	CASP8	0.756	0.0	0.074	0.0	0.747
CDK2	HIF1A	0.773	0.292	0.07	0.0	0.684
CDK2	PTEN	0.784	0.126	0.078	0.0	0.754
CDK2	HSP90AA1	0.799	0.272	0.077	0.0	0.725
CDK2	TP53BP1	0.804	0.257	0.073	0.5	0.497
CDK2	XRCC6	0.805	0.646	0.112	0.0	0.43
CDK2	H3-4	0.806	0.071	0.084	0.5	0.599
CDK2	BCL2	0.812	0.301	0.047	0.0	0.741
CDK2	RAD51	0.822	0.071	0.309	0.5	0.511
CDK2	PGR	0.822	0.512	0.0	0.0	0.65
CDK2	JUN	0.825	0.188	0.0	0.0	0.793
CDK2	NPM1	0.826	0.525	0.161	0.0	0.598
CDK2	CASP3	0.829	0.075	0.114	0.0	0.808
CDK2	H2AX	0.862	0.071	0.156	0.5	0.691
CDK2	CHEK1	0.869	0.242	0.238	0.5	0.601
CDK2	ATR	0.872	0.473	0.054	0.5	0.549
CDK2	FOXO4	0.937	0.117	0.0	0.9	0.35
CDK2	SFN	0.94	0.07	0.109	0.0	0.933
CDK2	BRCA2	0.946	0.63	0.088	0.5	0.718
CDK2	MYC	0.96	0.327	0.114	0.5	0.884
CDK2	ATM	0.966	0.054	0.042	0.8	0.834
CDK2	BRCA1	0.984	0.735	0.194	0.5	0.872
CDK2	TP53	0.987	0.778	0.093	0.5	0.891
CDK2	CDKN2A	0.993	0.094	0.072	0.0	0.993
CDK2	CDK1	0.994	0.47	0.349	0.4	0.977
CDK2	CDC25C	0.994	0.644	0.247	0.9	0.815
CDK2	E2F1	0.997	0.796	0.164	0.9	0.873
CDK2	CDC25A	0.998	0.742	0.198	0.9	0.933
CDK2	CCNA2	0.999	0.999	0.453	0.9	0.999
CDK2	CCNL2	0.999	0.0	0.044	0.0	0.999
CDK2	FOXO3	0.999	0.117	0.0	0.9	0.994
CDK2	RB1	0.999	0.991	0.095	0.9	0.821
CDK2	CDKN1A	0.999	0.994	0.085	0.9	0.999
RB1	HSP90AA1	0.4	0.18	0.049	0.0	0.292
RB1	USP7	0.412	0.292	0.049	0.0	0.198
RB1	MAPK8	0.425	0.313	0.049	0.0	0.19
RB1	CDC25A	0.426	0.0	0.074	0.0	0.406
RB1	KAT5	0.434	0.292	0.06	0.0	0.218
RB1	ATM	0.449	0.0	0.049	0.0	0.445
RB1	FOXO3	0.497	0.314	0.06	0.0	0.284
RB1	CASP8	0.508	0.292	0.056	0.0	0.324
RB1	CASP9	0.532	0.292	0.049	0.0	0.362
RB1	PARP1	0.533	0.14	0.099	0.0	0.446
RB1	H2BC3	0.535	0.0	0.0	0.5	0.109
RB1	H2BC13	0.536	0.0	0.0	0.5	0.11
RB1	H2BC12	0.537	0.0	0.0	0.5	0.112
RB1	BCL2	0.54	0.0	0.06	0.0	0.531
RB1	H2BC11	0.542	0.0	0.0	0.5	0.122
RB1	RAD51	0.548	0.0	0.06	0.0	0.539
RB1	HIF1A	0.549	0.3	0.092	0.0	0.348
RB1	CHEK1	0.55	0.292	0.063	0.0	0.377
RB1	PML	0.571	0.51	0.049	0.0	0.154
RB1	ESR1	0.583	0.053	0.042	0.0	0.577
RB1	H2BC21	0.608	0.0	0.0	0.5	0.248
RB1	TP73	0.617	0.51	0.0	0.0	0.251
RB1	TCHP	0.626	0.0	0.088	0.0	0.607
RB1	CHEK2	0.631	0.292	0.24	0.0	0.37
RB1	H2AX	0.637	0.0	0.042	0.5	0.303
RB1	MDM4	0.682	0.51	0.042	0.0	0.378
RB1	JUN	0.69	0.51	0.0	0.0	0.394
RB1	SP1	0.73	0.636	0.049	0.0	0.283
RB1	PTEN	0.734	0.0	0.105	0.0	0.715
RB1	H3-4	0.744	0.0	0.06	0.5	0.499
RB1	H3C12	0.745	0.0	0.06	0.5	0.501
RB1	CASP3	0.751	0.51	0.049	0.0	0.51
RB1	DNMT1	0.765	0.63	0.054	0.0	0.382
RB1	PGR	0.782	0.053	0.087	0.0	0.768
RB1	NPM1	0.815	0.625	0.077	0.0	0.509
RB1	CDKN2A	0.843	0.052	0.0	0.0	0.842
RB1	CCNL2	0.853	0.0	0.0	0.0	0.853
RB1	BRCA1	0.858	0.727	0.07	0.0	0.485
RB1	EZH2	0.861	0.329	0.089	0.36	0.687
RB1	CDKN1A	0.876	0.332	0.0	0.5	0.658
RB1	AR	0.878	0.629	0.0	0.5	0.397
RB1	MYC	0.888	0.594	0.042	0.0	0.736
RB1	TP53BP1	0.928	0.9	0.119	0.0	0.256
RB1	TP53	0.936	0.51	0.064	0.0	0.872
RB1	ABL1	0.98	0.736	0.049	0.9	0.312
RB1	HDAC2	0.986	0.814	0.075	0.9	0.281
RB1	CDK1	0.995	0.853	0.09	0.9	0.73
RB1	CCNA2	0.998	0.847	0.162	0.9	0.911
RB1	E2F1	0.999	0.999	0.067	0.9	0.995
RB1	HDAC1	0.999	0.987	0.085	0.9	0.962
PML	CDK1	0.401	0.292	0.086	0.0	0.149
PML	KAT5	0.406	0.292	0.049	0.0	0.189
PML	CASP8	0.417	0.298	0.073	0.0	0.174
PML	HTT	0.422	0.295	0.067	0.0	0.191
PML	UBE3A	0.462	0.301	0.044	0.0	0.259
PML	CHEK2	0.469	0.292	0.057	0.0	0.269
PML	BCL2	0.476	0.295	0.049	0.0	0.281
PML	ABL1	0.517	0.053	0.049	0.0	0.507
PML	H2BC12	0.532	0.095	0.0	0.5	0.05
PML	H2BC11	0.534	0.095	0.044	0.5	0.05
PML	H2BC13	0.535	0.095	0.056	0.5	0.0
PML	PTEN	0.543	0.0	0.0	0.4	0.27
PML	H2BC3	0.546	0.095	0.048	0.5	0.072
PML	TCHP	0.556	0.0	0.049	0.0	0.553
PML	H2BC21	0.576	0.095	0.042	0.5	0.137
PML	CDKN2A	0.583	0.428	0.055	0.0	0.29
PML	H3-4	0.585	0.106	0.0	0.0	0.555
PML	TP53BP1	0.62	0.52	0.042	0.0	0.241
PML	RAD51	0.649	0.292	0.054	0.0	0.519
PML	RELA	0.651	0.525	0.172	0.0	0.184
PML	SP1	0.681	0.63	0.071	0.0	0.147
PML	USP7	0.72	0.599	0.042	0.0	0.33
PML	BRCA1	0.72	0.439	0.044	0.0	0.521
PML	EZH2	0.741	0.305	0.205	0.5	0.174
PML	H2AX	0.769	0.496	0.0	0.5	0.157
PML	NPM1	0.774	0.51	0.042	0.0	0.558
PML	JUN	0.779	0.719	0.0	0.0	0.247
PML	MYC	0.783	0.693	0.0	0.0	0.322
PML	H3C12	0.787	0.106	0.044	0.5	0.561
PML	HDAC2	0.859	0.738	0.042	0.4	0.174
PML	HIPK2	0.892	0.735	0.0	0.0	0.61
PML	HDAC1	0.903	0.785	0.074	0.4	0.29
PML	TP53	0.967	0.874	0.085	0.5	0.509
PML	UBE2I	0.981	0.901	0.067	0.4	0.697
TP53	H2BC13	0.476	0.164	0.0	0.0	0.399
TP53	H2BC3	0.498	0.198	0.0	0.0	0.4
TP53	H2BC21	0.651	0.184	0.0	0.0	0.591
TP53	RAD9A	0.813	0.0	0.057	0.4	0.697
TP53	PGR	0.849	0.0	0.0	0.0	0.849
TP53	CDC25A	0.861	0.0	0.067	0.0	0.858
TP53	H3-4	0.863	0.0	0.047	0.0	0.863
TP53	BCL2L11	0.867	0.0	0.087	0.0	0.861
TP53	CCNL2	0.87	0.0	0.0	0.0	0.87
TP53	H2BC11	0.874	0.8	0.0	0.0	0.4
TP53	SMAD4	0.875	0.0	0.059	0.0	0.873
TP53	H2BC12	0.876	0.8	0.0	0.0	0.407
TP53	H2AX	0.892	0.292	0.047	0.0	0.854
TP53	CDC25C	0.894	0.0	0.072	0.5	0.791
TP53	EZH2	0.899	0.13	0.085	0.5	0.776
TP53	AR	0.905	0.439	0.0	0.0	0.838
TP53	ABL1	0.909	0.292	0.056	0.0	0.875
TP53	MCL1	0.918	0.311	0.055	0.0	0.884
TP53	TCHP	0.946	0.0	0.044	0.0	0.946
TP53	CASP9	0.953	0.0	0.067	0.0	0.952
TP53	XRCC6	0.955	0.592	0.0	0.0	0.894
TP53	RELA	0.955	0.45	0.126	0.0	0.914
TP53	CASP3	0.956	0.292	0.093	0.0	0.937
TP53	BBC3	0.959	0.486	0.0	0.5	0.856
TP53	CDK1	0.962	0.626	0.095	0.0	0.899
TP53	PMAIP1	0.97	0.095	0.0	0.75	0.879
TP53	H3C12	0.971	0.8	0.047	0.0	0.864
TP53	PARP1	0.972	0.794	0.067	0.0	0.87
TP53	TP73	0.985	0.789	0.0	0.9	0.335
TP53	E2F1	0.986	0.51	0.0	0.0	0.974
TP53	HDAC2	0.99	0.837	0.102	0.5	0.888
TP53	CASP8	0.991	0.292	0.086	0.9	0.879
TP53	GADD45A	0.991	0.069	0.0	0.9	0.913
TP53	ESR1	0.992	0.735	0.0	0.0	0.974
TP53	UBE2I	0.994	0.924	0.0	0.4	0.887
TP53	SP1	0.994	0.923	0.065	0.0	0.928
TP53	BRCA2	0.995	0.828	0.066	0.0	0.974
TP53	FOXO4	0.995	0.0	0.0	0.4	0.992
TP53	KAT5	0.996	0.837	0.0	0.5	0.961
TP53	ATR	0.996	0.838	0.0	0.9	0.781
TP53	DNMT1	0.997	0.597	0.059	0.0	0.994
TP53	JUN	0.997	0.324	0.0	0.5	0.992
TP53	HSPA4	0.997	0.866	0.05	0.0	0.979
TP53	CHEK1	0.997	0.783	0.074	0.9	0.906
TP53	PRKDC	0.997	0.869	0.042	0.9	0.807
TP53	MYC	0.997	0.3	0.067	0.0	0.997
TP53	NPM1	0.997	0.847	0.124	0.5	0.967
TP53	MAPK8	0.997	0.845	0.086	0.9	0.861
TP53	CCNA2	0.997	0.292	0.099	0.5	0.994
TP53	HMGB1	0.997	0.976	0.089	0.0	0.876
TP53	BAK1	0.997	0.791	0.054	0.9	0.866
TP53	RCHY1	0.998	0.887	0.0	0.9	0.897
TP53	CREB1	0.998	0.776	0.049	0.0	0.992
TP53	HTT	0.998	0.307	0.0	0.8	0.989
TP53	NDN	0.998	0.782	0.0	0.75	0.98
TP53	CCNG1	0.998	0.525	0.117	0.75	0.983
TP53	FOXO3	0.998	0.776	0.0	0.0	0.991
TP53	HSPA9	0.998	0.836	0.05	0.0	0.99
TP53	SFN	0.999	0.981	0.0	0.75	0.859
TP53	HIF1A	0.999	0.847	0.0	0.0	0.994
TP53	HDAC1	0.999	0.924	0.109	0.5	0.994
TP53	HSP90AA1	0.999	0.903	0.0	0.0	0.995
TP53	ATM	0.999	0.928	0.103	0.9	0.975
TP53	MDM4	0.999	0.999	0.093	0.9	0.998
TP53	CHEK2	0.999	0.833	0.072	0.75	0.992
TP53	BCL2	0.999	0.869	0.103	0.9	0.999
TP53	BCL2L1	0.999	0.986	0.074	0.0	0.998
TP53	PPP1R13L	0.999	0.984	0.044	0.5	0.91
TP53	BRCA1	0.999	0.895	0.067	0.5	0.999
TP53	CDKN1A	0.999	0.925	0.0	0.9	0.96
TP53	TP53BP2	0.999	0.988	0.0	0.5	0.996
TP53	UBE3A	0.999	0.923	0.0	0.9	0.993
TP53	USP7	0.999	0.975	0.0	0.9	0.973
TP53	CDKN2A	0.999	0.874	0.0	0.9	0.97
TP53	TP53BP1	0.999	0.993	0.0	0.0	0.997
TP53	PTEN	0.999	0.748	0.067	0.9	0.968
TP53	HIPK2	0.999	0.867	0.0	0.9	0.934
TP53	RAD51	0.999	0.884	0.135	0.0	0.995
ATM	TP73	0.438	0.048	0.092	0.0	0.402
ATM	BBC3	0.479	0.0	0.0	0.0	0.479
ATM	BCL2L11	0.483	0.0	0.103	0.0	0.448
ATM	PGR	0.484	0.0	0.055	0.0	0.475
ATM	HIPK2	0.492	0.0	0.0	0.0	0.492
ATM	HDAC2	0.525	0.094	0.074	0.0	0.479
ATM	HSPA4	0.536	0.0	0.042	0.0	0.536
ATM	AR	0.539	0.0	0.055	0.0	0.533
ATM	RELA	0.545	0.25	0.061	0.0	0.405
ATM	JUN	0.565	0.0	0.0	0.0	0.565
ATM	CASP9	0.567	0.0	0.087	0.0	0.546
ATM	PMAIP1	0.57	0.0	0.0	0.0	0.57
ATM	MCL1	0.576	0.0	0.09	0.0	0.552
ATM	USP7	0.579	0.0	0.114	0.0	0.545
ATM	EZH2	0.589	0.083	0.0	0.0	0.571
ATM	CCNL2	0.59	0.0	0.062	0.0	0.581
ATM	CCNG1	0.595	0.079	0.056	0.0	0.571
ATM	ESR1	0.601	0.0	0.055	0.0	0.595
ATM	SFN	0.604	0.313	0.042	0.0	0.447
ATM	TCHP	0.61	0.0	0.049	0.0	0.607
ATM	BCL2L1	0.617	0.0	0.06	0.0	0.609
ATM	HTT	0.622	0.0	0.049	0.0	0.619
ATM	H2BC11	0.642	0.0	0.0	0.5	0.314
ATM	H2BC13	0.643	0.0	0.0	0.5	0.316
ATM	H2BC3	0.644	0.0	0.0	0.5	0.318
ATM	H2BC12	0.645	0.0	0.0	0.5	0.32
ATM	NPM1	0.651	0.292	0.043	0.0	0.527
ATM	SMAD4	0.654	0.0	0.078	0.0	0.64
ATM	HIF1A	0.688	0.292	0.049	0.0	0.574
ATM	DNMT1	0.696	0.095	0.064	0.0	0.671
ATM	CASP3	0.702	0.0	0.104	0.0	0.681
ATM	BCL2	0.712	0.0	0.11	0.0	0.69
ATM	CDK1	0.733	0.054	0.0	0.0	0.73
ATM	CREB1	0.735	0.51	0.157	0.0	0.41
ATM	H2BC21	0.745	0.0	0.0	0.5	0.512
ATM	GADD45A	0.746	0.0	0.0	0.0	0.746
ATM	E2F1	0.756	0.292	0.0	0.0	0.67
ATM	H3C12	0.766	0.066	0.042	0.0	0.759
ATM	UBE2I	0.785	0.0	0.068	0.5	0.576
ATM	HSP90AA1	0.785	0.0	0.042	0.0	0.785
ATM	MAPK8	0.792	0.292	0.09	0.5	0.432
ATM	CDKN1A	0.807	0.0	0.0	0.0	0.807
ATM	CDC25C	0.813	0.071	0.0	0.0	0.807
ATM	CCNA2	0.815	0.0	0.0	0.5	0.645
ATM	FOXO3	0.826	0.292	0.052	0.0	0.761
ATM	CDKN2A	0.847	0.053	0.042	0.0	0.845
ATM	CDC25A	0.861	0.071	0.0	0.0	0.857
ATM	MYC	0.871	0.129	0.06	0.0	0.855
ATM	H3-4	0.871	0.066	0.0	0.5	0.747
ATM	PARP1	0.875	0.292	0.056	0.0	0.828
ATM	PTEN	0.897	0.0	0.087	0.0	0.892
ATM	HDAC1	0.948	0.331	0.076	0.0	0.923
ATM	MDM4	0.954	0.0	0.162	0.75	0.801
ATM	CASP8	0.961	0.0	0.197	0.9	0.56
ATM	RAD9A	0.961	0.473	0.0	0.5	0.865
ATM	PRKDC	0.971	0.413	0.158	0.9	0.489
ATM	ABL1	0.988	0.82	0.0	0.75	0.774
ATM	BRCA2	0.995	0.313	0.048	0.8	0.971
ATM	RAD51	0.995	0.485	0.0	0.8	0.958
ATM	KAT5	0.997	0.63	0.053	0.9	0.936
ATM	XRCC6	0.997	0.623	0.042	0.9	0.93
ATM	H2AX	0.998	0.876	0.0	0.5	0.984
ATM	CHEK1	0.998	0.449	0.05	0.9	0.974
ATM	BRCA1	0.999	0.847	0.042	0.9	0.999
ATM	CHEK2	0.999	0.836	0.044	0.5	0.999
ATM	ATR	0.999	0.974	0.213	0.9	0.745
ATM	TP53BP1	0.999	0.874	0.042	0.5	0.995
NPM1	MCL1	0.4	0.0	0.042	0.0	0.4
NPM1	ATR	0.405	0.292	0.063	0.0	0.176
NPM1	SMAD4	0.416	0.0	0.062	0.0	0.402
NPM1	PRKDC	0.421	0.0	0.087	0.0	0.391
NPM1	RAD51	0.426	0.0	0.243	0.0	0.272
NPM1	TP53BP2	0.438	0.0	0.062	0.0	0.425
NPM1	CCNA2	0.441	0.0	0.229	0.0	0.305
NPM1	HMGB1	0.495	0.046	0.422	0.0	0.157
NPM1	PTEN	0.507	0.0	0.0	0.0	0.507
NPM1	XRCC6	0.524	0.0	0.344	0.0	0.305
NPM1	CDK1	0.525	0.071	0.25	0.0	0.373
NPM1	HDAC1	0.541	0.292	0.14	0.0	0.307
NPM1	CDC25A	0.549	0.0	0.129	0.0	0.504
NPM1	UBE2I	0.561	0.0	0.156	0.4	0.202
NPM1	RELA	0.579	0.464	0.065	0.0	0.226
NPM1	H3-4	0.584	0.274	0.093	0.0	0.418
NPM1	H2AX	0.612	0.473	0.072	0.0	0.269
NPM1	SP1	0.652	0.3	0.049	0.0	0.52
NPM1	GADD45A	0.655	0.292	0.064	0.0	0.522
NPM1	CASP3	0.656	0.0	0.091	0.0	0.637
NPM1	BCL2	0.66	0.0	0.043	0.0	0.66
NPM1	EZH2	0.661	0.0	0.172	0.0	0.608
NPM1	HSPA9	0.666	0.051	0.299	0.0	0.538
NPM1	CDKN1A	0.666	0.51	0.0	0.0	0.348
NPM1	H3C12	0.667	0.393	0.109	0.0	0.433
NPM1	TCHP	0.692	0.0	0.066	0.0	0.684
NPM1	ABL1	0.704	0.0	0.064	0.0	0.697
NPM1	ESR1	0.749	0.429	0.044	0.0	0.576
NPM1	BRCA1	0.773	0.304	0.085	0.0	0.673
NPM1	HSP90AA1	0.804	0.314	0.302	0.0	0.624
NPM1	H2BC21	0.829	0.452	0.045	0.0	0.701
NPM1	HDAC2	0.838	0.292	0.158	0.0	0.75
NPM1	BRCA2	0.856	0.292	0.086	0.0	0.796
NPM1	HSPA4	0.857	0.296	0.241	0.0	0.754
NPM1	MYC	0.896	0.311	0.092	0.0	0.848
NPM1	PARP1	0.97	0.331	0.18	0.0	0.949
NPM1	CDKN2A	0.999	0.874	0.0	0.0	0.995
HSPA9	RELA	0.401	0.259	0.053	0.0	0.213
HSPA9	MYC	0.423	0.174	0.076	0.0	0.305
